"th","generic_name","manufacturer","Drugregistration","Trade_name","Year_published","Volume_no","Remark"
"432","Glipizide tablets","Pharma Supply Co., Ltd.","1A 374/43","GLIPIZ","2562","2019",
"433","Glipizide tablets","Pharmasant Laboratories Co., Ltd.","1A 424/38","NAMEDIA","2562","2019",
"434","Glipizide tablets","Pondโ€s Chemical (Thailand) R.O.P.","1A 151/43","DEPIZIDE","2562","2019",
"435","Glipizide tablets","Seven Stars Pharmaceutical Co., Ltd.","1A 444/50","GLIPIZIM","2562","2019",
"436","Glipizide tablets","Siam Bheasach Co., Ltd.","1A 497/36","DIPAZIDE (5 MG TABLET)","2562","2019",
"437","Glipizide tablets","Sriprasit Pharma Co., Ltd.","1A 678/39","GIPZIDE","2562","2019",
"438","Glipizide tablets","T. Man Pharma Co., Ltd.","1A 826/44","MANPIZIDE TABLET","2562","2019",
"439","Glipizide tablets","T.O. Chemicals (1979) Co., Ltd.","1A 134/41","TOPIZIDE","2562","2019",
"440","Glipizide tablets","The Medicpharma Co., Ltd.","1A 136/53","GLIPIZIDE","2562","2019",
"441","Glipizide tablets","Community Pharmacy Public Co., Ltd.","1A 58/44","GLYCEDIAB 5 MG TABLET","2565","2022",
"442","Glipizide tablets","Pharmasant Laboratories Co., Ltd.","1A 424/38","NAMEDIA","2565","2022",
"443","Glipizide tablets","Siam Bheasach Co., Ltd.","1A 497/36","DIPAZIDE (5 MG TABLET)","2565","2022",
"444","Glipizide tablets","The Medicpharma Co., Ltd.","1A 136/53","GLIPIZIDE","2565","2022",
"445","Griseofulvin tablets","T. Man Pharma Co., Ltd.","1A 464/44","GRISEOFULVIN TABLET","2565","2022",
"446","Haloperidol sterile solution","Atlantic Laboratories Corp., Ltd.","1A 1188/27","HARIDOL (INJECTION)","2566","2023",
"447","Haloperidol tablets","General Drugs House Co., Ltd.","1A 667/27","HALOPOL 0.5","2562","2019",
"448","Haloperidol tablets","General Drugs House Co., Ltd.","1A 668/27","HALOPOL 2","2562","2019",
"449","Haloperidol tablets","Pharmasant Laboratories Co., Ltd.","1A 128/38","POLYHADON 10","2562","2019",
"450","Haloperidol tablets","Pharmasant Laboratories Co., Ltd.","1A 581/34","POLYHADON 0.5","2562","2019",
"451","Haloperidol tablets","Pharmasant Laboratories Co., Ltd.","1A 582/34","POLYHADON 5","2562","2019",
"452","Haloperidol tablets","Pharmasant Laboratories Co., Ltd.","1A 583/34","POLYHADON 2","2562","2019",
"453","Haloperidol tablets","The Government Pharmaceutical Organization (GPO)","1A 30/46","HALOPERIDOL TABLETS 2 MG","2562","2019",
"454","Haloperidol tablets","The Government Pharmaceutical Organization (GPO)","1A 31/46","HALOPERIDOL TABLETS 5 MG","2562","2019",
"455","Haloperidol tablets","Utopian Co., Ltd.","1A 1005/31","HALOMED 5 MG","2562","2019",
"456","Haloperidol tablets","Utopian Co., Ltd.","1A 2347/28","HARICON","2562","2019",
"457","Haloperidol tablets","Utopian Co., Ltd.","1A 731/30","HALOMED","2562","2019",
"458","Haloperidol tablets","The Government Pharmaceutical Organization (GPO)","1A 30/46","HALOPERIDOL TABLETS 2 MG","2566","2023",
"459","Haloperidol tablets","The Government Pharmaceutical Organization (GPO)","1A 31/46","HALOPERIDOL TABLETS 5 MG","2566","2023",
"460","Heparin sodium sterile solution","Gland Pharma Ltd. (Republic of India)","1C 20/53(B)","HEPARIN INJECTION 5000 IU/ML","2562","2019",
"461","Heparin sodium sterile solution","Troikaa Pharmaceutical Ltd. (Republic of India)","1C 80/48","NUPARIN","2563","2020",
"462","Hydralazine hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 699/38","CESOLINE W","2561","2018",
"463","Hydralazine hydrochloride tablets","T.O. Pharma Co., Ltd.","1A 645/38","HYDRALAZINE DEAGEES","2561","2018",
"464","Hydralazine hydrochloride tablets","Utopian Co., Ltd.","1A 139/32","HYDRA 25","2561","2018",
"465","Hydralazine hydrochloride tablets","Community Pharmacy Public Co., Ltd.","1A 26/63","APRESZINE 25","2565","2022",
"466","Hydralazine hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 699/38","CESOLINE W","2565","2022",
"467","Hydrochlorothiazide + Amiloride hydrochloride tablets","New Life Pharma Co., Ltd.","2A 140/41","MODUZIDE","2562","2019",
"468","Hydrochlorothiazide + Amiloride hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","2A 695/30","HYPERRETIC TABLETS","2562","2019",
"469","Hydrochlorothiazide + Amiloride hydrochloride tablets","Polipharm Co., Ltd.","2A 14/36","POLI-URETIC","2562","2019",
"470","Hydrochlorothiazide + Amiloride hydrochloride tablets","Seven Stars Pharmaceutical Co., Ltd.","2A 65/49","GADURETIC","2562","2019",
"471","Hydrochlorothiazide + Amiloride hydrochloride tablets","T. Man Pharma Co., Ltd.","2A 247/32","MINITIC TABLET","2562","2019",
"472","Hydrochlorothiazide + Amiloride hydrochloride tablets","The Medicpharma Co., Ltd.","2A 78/34","MEDITIC","2562","2019",
"473","Hydrochlorothiazide + Amiloride hydrochloride tablets","Polipharm Co., Ltd.","2A 14/36","POLI-URETIC","2566","2023",
"474","Hydrochlorothiazide + Amiloride hydrochloride tablets","The Medicpharma Co., Ltd.","2A 78/34","MEDITIC","2566","2023",
"475","Hydrochlorothiazide tablets","Medicine Products Co., Ltd.","1A 2251/29","HYDROZIDE","2562","2019",
"476","Hydrochlorothiazide tablets","New Life Pharma Co., Ltd.","1A 450/41","THIAZIDE","2562","2019",
"477","Hydrochlorothiazide tablets","Patar Lab (2517) Co., Ltd.","1A 123/57","H C T 25","2562","2019",
"478","Hydrochlorothiazide tablets","The Government Pharmaceutical Organization (GPO)","1A 139/43","HYDROCHLOROTHIAZIDE TABLETS 50 MG","2562","2019",
"479","Hydrochlorothiazide tablets","T.O. Chemicals (1979) Co., Ltd.","1A 500/55","HCTZ 25","2566","2023",
"480","Hydrochlorothiazide tablets","The Government Pharmaceutical Organization (GPO)","1A 93/63","GPO-HCTZ (25 MG)","2566","2023",
"481","Hydrochlorothiazide tablets","The Government Pharmaceutical Organization (GPO)","1A 94/63","GPO-HCTZ (50 MG)","2566","2023",
"482","Hydroxychloroquine sulfate tablets","Cadila Healthcare Ltd. (Republic of India)","1C 120/56","ZYQUENIL","2562","2019",
"483","Hydroxychloroquine sulfate tablets","Sanofi-Aventis S.A. (Kingdom of Spain)","1C 355/49","PLAQUENIL TABLET","2562","2019",
"484","Hydroxychloroquine sulfate tablets","Sun Pharmaceutical Industries Ltd. (Republic of India)","1C 15/59","HYDROQUIN","2562","2019",
"485","Hydroxyzine hydrochloride tablets","New Life Pharma Co., Ltd.","1A 356/40","UNIRAX","2565","2022",
"486","Ibuprofen tablets","Advance Pharmaceutical Manufacturing Co., Ltd.","1A 428/56","PROBUFEN 400","2561","2018",
"487","Ibuprofen tablets","Burapha Dispensary Co., Ltd.","1A 848/32","BUFLEX 200","2561","2018",
"488","Ibuprofen tablets","Modern Pharma Co., Ltd.","1A 69/54","P-FEN 400","2561","2018",
"489","Ibuprofen tablets","Osoth Inter Laboratories Co., Ltd.","1A 383/47","I - PROFEN 400","2561","2018",
"490","Ibuprofen tablets","Siam Bheasach Co., Ltd.","1A 1153/44","HEIDI 400","2561","2018",
"491","Ibuprofen tablets","T. Man Pharma Co., Ltd.","1A 546/44","IBUMAN - 200 TABLET","2561","2018",
"492","Ibuprofen tablets","Thai Nakorn Patana Co., Ltd.","1A 324/39","DURAN","2561","2018",
"493","Imipramine hydrochloride tablets","Pharmasant Laboratories Co., Ltd.","1A 179/37","CELAMINE","2564","2021",
"494","Imipramine hydrochloride tablets","Utopian Co., Ltd.","1A 659/28","SERMONIL TABLETS","2564","2021",
"495","Indomethacin capsules","Asian Pharmaceutical Co., Ltd.","1A 931/30","INDOMETHACIN CAPSULES B.P.","2562","2019",
"496","Indomethacin capsules","Chankit Trading Co., Ltd.","1A 335/40","API-PYRIN 25","2562","2019",
"497","Indomethacin capsules","Macrophar Co., Ltd.","1A 1816/28","INDOMETHACIN","2562","2019",
"498","Indomethacin capsules","Patar Lab (2517) Co., Ltd.","1A 114/57","INDOMETHACIN CAPSULES","2562","2019",
"499","Indomethacin capsules","Patar Lab (2517) Co., Ltd.","1A 281/56","INDOMETHACIN CAPSULES","2562","2019",
"500","Indomethacin capsules","Patar Lab (2517) Co., Ltd.","1A 287/56","INDOMETHACIN CAPSULES","2562","2019",
"501","Indomethacin capsules","Pharma Supply Co., Ltd.","1A 460/33","INDOMETHACIN","2562","2019",
"502","Indomethacin capsules","Pharmasant Laboratories Co., Ltd.","1A 1017/43","DOCINCAP","2562","2019",
"503","Indomethacin capsules","Seven Stars Pharmaceutical Co., Ltd.","1A 11/54","INDOHIM","2562","2019",
"504","Indomethacin capsules","Seven Stars Pharmaceutical Co., Ltd.","1A 446/50","INDOHIM","2562","2019",
"505","Indomethacin capsules","Seven Stars Pharmaceutical Co., Ltd.","1A 447/50","INDOHIM","2562","2019",
"506","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 1392/28","INDO-TRUSTMAN CAPSULES","2562","2019",
"507","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 1393/28","INDO-TRUSTMAN CAPSULES","2562","2019",
"508","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 1394/28","INDO-TRUSTMAN CAPSULES","2562","2019",
"509","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 1395/28","INDO-TRUSTMAN CAPSULES","2562","2019",
"510","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 463/39","INDO-Q","2562","2019",
"511","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 973/30","INDOMETHACIN CAPSULE","2562","2019",
"512","Indomethacin capsules","T. Man Pharma Co., Ltd.","1A 974/30","INDOMETHACIN CAPSULE","2562","2019",
"513","Indomethacin capsules","Utopian Co., Ltd.","1A 615/44","INCOSIT","2562","2019",
"514","Indomethacin capsules","V.S. Pharma (1971) Co., Ltd.","1A 408/52","FREZORINE","2562","2019",
"515","Insulin (human) sterile solution / suspension","M.J. Biopharm Pvt. Ltd. (Republic of India)","1C 6/64(B)","BIOSULIN R","2566","2023",
"516","Insulin (human) sterile solution / suspension","M.J. Biopharm Pvt. Ltd. (Republic of India)","1C 7/64(B)","BIOSULIN 30:70","2566","2023",
"517","Insulin (human) sterile solution / suspension","Biocon Ltd. (Republic of India)","1C 239/50(B)","INSUGEN-R(REGULAR)","2562","2019",
"518","Insulin (human) sterile solution / suspension","Biocon Ltd. (Republic of India)","1C 240/50(B)","INSUGEN-30/70(BIPHASIC)","2562","2019",
"519","Insulin (human) sterile solution / suspension","Biocon Ltd. (Republic of India)","1C 240/50(B)","INSUGEN-30/70(BIPHASIC)","2563","2020",
"520","Insulin (human) sterile solution / suspension","Biocon Ltd. (Republic of India)","1C 74/51(B)","INSUGEN-N (NPH)","2561","2018",
"521","Insulin (human) sterile solution / suspension","Biocon Ltd. (Republic of India)","1C 74/51(B)","INSUGEN-N (NPH)","2563","2020",
"522","Insulin (human) sterile solution / suspension","Bioton S.A. (Republic of Poland)","1C 225/49(B)","GENSULIN M 30 (30/70)","2562","2019",
"523","Insulin (human) sterile solution / suspension","Bioton S.A. (Republic of Poland)","1C 226/49(B)","GENSULIN N 100 IU/ML","2562","2019",
"524","Insulin (human) sterile solution / suspension","Novo Nordisk A/S (Kingdom of Denmark)","1C 140/39","INSULATARD HM 100 I.U./ML","2561","2018",
"525","Insulin (human) sterile solution / suspension","Novo Nordisk A/S (Kingdom of Denmark)","1C 342/33","ACTRAPID HM 100 I.U./ML","2561","2018",
"526","Insulin (human) sterile solution / suspension","Novo Nordisk A/S (Kingdom of Denmark)","2C 39/39","MIXTARD 30 HM 100 I.U./ML","2561","2018",
"527","Insulin (human) sterile solution / suspension","Novo Nordisk Producao Farmaceutica Do Brasil Ltda. (Federative Republic of Brazil)","1C 23/53(B)","MIXTARD 30 PENFILL","2561","2018",
"528","Insulin (human) sterile solution / suspension","Novo Nordisk Producao Farmaceutica Do Brasil Ltda. (Federative Republic of Brazil)","1C 24/53(B)","ACTRAPID PENFILL","2561","2018",
"529","Insulin (human) sterile solution / suspension","Novo Nordisk Producao Farmaceutica Do Brasil Ltda. (Federative Republic of Brazil)","1C 25/53(B)","INSULATARD PENFILL","2561","2018",
"530","Insulin (human) sterile solution / suspension","Wockhardt Ltd. (Republic of India)","1C 12/58(B)","WINSULIN-30/70","2561","2018",
"531","Insulin (human) sterile solution / suspension","Wockhardt Ltd. (Republic of India)","1C 12/58(B)","WINSULIN-30/70","2563","2020",
"532","Insulin (human) sterile solution / suspension","Wockhardt Ltd. (Republic of India)","1C 13/58(B)","WINSULIN-N","2561","2018",
"533","Insulin (human) sterile solution / suspension","Wockhardt Ltd. (Republic of India)","1C 13/58(B)","WINSULIN-N","2563","2020",
"534","Insulin (human) sterile solution / suspension","Wockhardt Ltd. (Republic of India)","1C 14/58(B)","WINSULIN-R","2561","2018",
"535","Insulin (human) sterile solution / suspension","M.J. Biopharm Pvt. Ltd. (Republic of India)","1C 5/64(B)","BIOSULIN N","2566","2023",
"536","Irbesartan tablets","Sanofi Winthrop Industrie (French Republic)","1C 183/49(N)","APROVEL 150 MG","2564","2021",
"537","Irbesartan tablets","Sanofi Winthrop Industrie (French Republic)","1C 184/49(N)","APROVEL 300 MG","2564","2021",
"538","Irbesartan tablets","Siam Bheasach Co., Ltd.","1A 22/56(NG)","BESANTA   300","2564","2021",
"539","Irbesartan tablets","Siam Bheasach Co., Ltd.","1A 36/56(NG)","BESANTA   150","2564","2021",
"540","Irbesartan tablets","The Government Pharmaceutical Organization (GPO)","1A 31/56(NG)","IRBESARTAN GPO","2564","2021",
"541","Isosorbide dinitrate tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 330/41","ISOTRATE","2566","2023",
"542","Isosorbide dinitrate tablets","Siam Bheasach Co., Ltd.","1A 592/42","HARTSORB (10 MG TABLET)","2566","2023",
"543","Isosorbide dinitrate tablets","Siam Bheasach Co., Ltd.","1A 594/42","HARTSORB (30 MG TABLET)","2566","2023",
"544","Isosorbide dinitrate tablets","T.O. Chemicals (1979) Co., Ltd.","1A 64/56","CORODIL","2566","2023",
"545","Isosorbide mononitrate tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 319/39","MONOLIN","2561","2018",
"546","Isosorbide mononitrate tablets","Cadila Healthcare Ltd. (Republic of India)","1C 242/48","SOLOTRATE 20 (TABLETS)","2561","2018",
"547","Isosorbide mononitrate tablets","Siam Bheasach Co., Ltd.","1A 130/40","ISOPEN-20","2561","2018",
"548","Isosorbide mononitrate tablets","The Government Pharmaceutical Organization (GPO)","1A 264/54","MONOSORB","2561","2018",
"549","Isosorbide mononitrate tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 319/39","MONOLIN","2566","2023",
"550","Isosorbide mononitrate tablets","Cadila Healthcare Ltd. (Republic of India)","1C 242/48","SOLOTRATE 20 (TABLETS)","2566","2023",
"551","Isosorbide mononitrate tablets","The Government Pharmaceutical Organization (GPO)","1A 264/54","MONOSORB","2566","2023",
"552","Itraconazole capsules","V.S. Pharma (1971) Co., Ltd.","1A 489/46","ICOZOLE","2564","2021",
"553","Lamivudine + Zidovudine tablets","GlaxoSmithKline Pharmaceuticals S.A. (Republic of Poland)","2C 1/59(N)","COMBID 300 (TABLETS)","2562","2019",
"554","Lamivudine + Zidovudine tablets","The Government Pharmaceutical Organization (GPO)","2A 1/61(NG)","ZILARVIR","2562","2019",
"555","Lamivudine tablets","Glaxo Operations UK Ltd. (United Kingdom of Great Britain and Northern Ireland)","1C 91/56(N)","ZEFFIX (TABLETS)","2562","2019",
"556","Lamivudine tablets","The Government Pharmaceutical Organization (GPO)","1A 2/53(NG)","LAMIVIR","2562","2019",
"557","Lamotrigine tablets","GlaxoSmithKline Pharmaceuticals S.A. (Republic of Poland)","1C 84/54(N)","LAMICTAL (TABLETS 25 MG)","2562","2019",
"558","Lamotrigine tablets","GlaxoSmithKline Pharmaceuticals S.A. (Republic of Poland)","1C 85/54(N)","LAMICTAL (TABLETS 50 MG)","2562","2019",
"559","Lamotrigine tablets","GlaxoSmithKline Pharmaceuticals S.A. (Republic of Poland)","1C 86/54(N)","LAMICTAL (TABLETS 100 MG)","2562","2019",
"560","Lamotrigine tablets","Kenyaku (Thailand) Co., Ltd.","1A 29/56(NG)","NEUMOGINE (50 MG TABLET)","2562","2019",
"561","Lamotrigine tablets","Unison Laboratories Co., Ltd.","1A 41/59(NG)","LAMOGA-50","2562","2019",
"562","Lamotrigine tablets","Unison Laboratories Co., Ltd.","1A 42/59(NG)","LAMOGA-25","2562","2019",
"563","Lamotrigine tablets","Unison Laboratories Co., Ltd.","1A 43/59(NG)","LAMOGA-100","2562","2019",
"564","Leflunomide tablets","Sanofi Winthrop Industrie (French Republic)","1C 78/42(N)","ARAVA (20 MG)","2564","2021",
"565","Leflunomide tablets","Sriprasit Pharma Co., Ltd.","1A 56/61(NG)","LAREYA","2564","2021",
"566","Leflunomide tablets","Sanofi Winthrop Industrie (French Republic)","1C 78/42(N)","ARAVA (20 MG)","2565","2022",
"567","Leflunomide tablets","Sriprasit Pharma Co., Ltd.","1A 56/61(NG)","LAREYA","2565","2022",
"568","Leflunomide tablets","Unison Laboratories Co., Ltd.","1A 12/63(NG)","KERTET 20","2565","2022",
"569","Levetiracetam oral solution","Unison Laboratories Co., Ltd.","1A 45/63(NG)","LECETAM ORAL SOLUTION","2565","2022",
"570","Levetiracetam tablets","UCB Pharma S.A. (Kingdom of Belgium)","1C 72/52(N)","KEPPRA 250 MG (FILM- COATED TABLETS)","2562","2019",
"571","Levetiracetam tablets","UCB Pharma S.A. (Kingdom of Belgium)","1C 73/52(N)","KEPPRA 500 MG (FILM- COATED TABLETS)","2562","2019",
"572","Levetiracetam tablets","Unison Laboratories Co., Ltd.","1A 5/58(NG)","LECETAM 500","2562","2019",
"573","Levetiracetam tablets","Polipharm Co., Ltd.","1A 7/62(NG)","KELEP 500","2565","2022",
"574","Levetiracetam tablets","Unison Laboratories Co., Ltd.","1A 4/58(NG)","LECETAM 250","2565","2022",
"575","Levetiracetam tablets","Unison Laboratories Co., Ltd.","1A 5/58(NG)","LECETAM 500","2565","2022",
"576","Levetiracetam tablets","Pondโ€s Chemical Co., Ltd.","1A 51/64(NG)","EPILOG-500","2565","2022",
"577","Levocetirizine dihydrochloride tablets","Community Pharmacy Public Co., Ltd.","1A 39/60(NG)","LEVOCET","2564","2021",
"578","Levocetirizine dihydrochloride tablets","Synthon Hispania S.L. (Kingdom of Spain)","1C 8/60(NG)","ZYLLER","2564","2021",
"579","Levocetirizine dihydrochloride tablets","UCB Farchim S.A. (Swiss Confederation)","1C 80/52(N)","XYZAL","2564","2021",
"580","Levocetirizine dihydrochloride tablets","Unison Laboratories Co., Ltd.","1A 8/59(NG)","CETIZAL 5","2564","2021",
"581","Levodopa + Carbidopa as monohydrate (Co-careldopa) tablets","M & H Manufacturing Co., Ltd.","2A 140/48","SINEMET","2565","2022",
"582","Levodopa + Carbidopa as monohydrate (Co-careldopa) tablets","Sun Pharmaceutical Industries Ltd. (Republic of India)","2C 2/59","SYNDOPA 275","2565","2022",
"583","Levodopa + Carbidopa as monohydrate (Co-careldopa) tablets","Unison Laboratories Co., Ltd.","2A 286/41","LEVOMET","2565","2022",
"584","Levodopa + Carbidopa as monohydrate (Co-careldopa) tablets","Unison Laboratories Co., Ltd.","2A 51/51","LEVOMET","2565","2022",
"585","Levofloxacin hemihydrate tablets","Community Pharmacy Public Co., Ltd.","1A 18/56(NG)","VEFLOX","2565","2022",
"586","Levofloxacin hemihydrate tablets","Millimed Co., Ltd.","1A 91/60(NG)","VOFLOX-500","2565","2022",
"587","Levofloxacin hemihydrate tablets","Polipharm Co., Ltd.","1A 50/59(NG)","CRAVIXIN 500","2565","2022",
"588","Levofloxacin hemihydrate tablets","The Government Pharmaceutical Organization (GPO)","1A 32/57(NG)","LEVOFLOX GPO (500 MG)","2565","2022",
"589","Levofloxacin hemihydrate tablets","Unison Laboratories Co., Ltd.","1A 7/59(NG)","VOCIN 500","2565","2022",
"590","Levothyroxine sodium (L-thyroxine sodium) tablets","Lam Thong Karnpat Pharmaceutical Factory Co., Ltd.","1A 23/48","THYROXINE","2562","2019",
"591","Levothyroxine sodium (L-thyroxine sodium) tablets","Lam Thong Karnpat Pharmaceutical Factory Co., Ltd.","1A 951/41","THYROXINE","2562","2019",
"592","Levothyroxine sodium (L-thyroxine sodium) tablets","Sriprasit Pharma Co., Ltd.","1A 375/43","THYROSIT 50 MCG","2562","2019",
"593","Levothyroxine sodium (L-thyroxine sodium) tablets","Sriprasit Pharma Co., Ltd.","1A 426/31","THYROSIT","2562","2019",
"594","Lidocaine hydrochloride sterile solution","Biolab Co., Ltd.","1A 116/36","LIDOCAINE HYDROCHLORIDE 1% INJECTION","2562","2019",
"595","Lidocaine hydrochloride sterile solution","L.B.S. Laboratory Ltd., Part.","1A 125/52","CHALOCAINE 1%","2562","2019",
"596","Lidocaine hydrochloride sterile solution","L.B.S. Laboratory Ltd., Part.","1A 132/28","LOCANA","2562","2019",
"597","Lidocaine hydrochloride sterile solution","L.B.S. Laboratory Ltd., Part.","1A 196/49","LIDOCAINE HYDROCHLORIDE 1%","2562","2019",
"598","Lidocaine hydrochloride sterile solution","L.B.S. Laboratory Ltd., Part.","1A 335/52","CHALOCAINE 2%","2562","2019",
"599","Lidocaine hydrochloride sterile solution","Siam Bheasach Co., Ltd.","1A 228/42","LIDOCAINE HCL 1%","2562","2019",
"600","Lidocaine hydrochloride sterile solution","The Government Pharmaceutical Organization (GPO)","1A 259/48","LIDOCAINE HYDROCHLORIDE INJECTION 1% W/V","2562","2019",
"601","Lidocaine hydrochloride sterile solution","The Government Pharmaceutical Organization (GPO)","1A 263/48","LIDOCAINE HYDROCHLORIDE INJECTION 2% W/V","2562","2019",
"602","Lidocaine hydrochloride sterile solution","Vesco Pharmaceutical Co., Ltd.","1A 484/48","2% LIDOCAINE HCL INJECTION","2562","2019",
"603","Lidocaine hydrochloride sterile solution","The Government Pharmaceutical Organization (GPO)","1A 259/48","LIDOCAINE HYDROCHLORIDE INJECTION 1% W/V","2565","2022",
"604","Lithium carbonate capsules","B.L. Hua Co., Ltd.","1A 429/32","LIT 300","2561","2018",
"605","Lithium carbonate capsules","Polipharm Co., Ltd.","1A 410/51","LITHIUM CAPSULES","2561","2018",
"606","Lithium carbonate capsules","R.X. Manufacturing Co., Ltd.","1A 352/47","LICARB CAPSULES","2561","2018",
"607","Lopinavir + Ritonavir (LPV+RTV) tablets","The Government Pharmaceutical Organization (GPO)","2A 3/53(NG)","LOPINAVIR/RITONAVIR TABLETS (200 MG/50 MG)","2565","2022",
"608","Loratadine syrup","Thai Nakorn Patana Co., Ltd.","1A 140/63","FALATIEN JUNIOR","2565","2022",
"609","Loratadine tablets","B.L. Hua Co., Ltd.","1A 31/47","KLARYNE","2563","2020",
"610","Loratadine tablets","Community Pharmacy Public Co., Ltd.","1A 527/42","CARINOSE TABLET","2563","2020",
"611","Loratadine tablets","Polipharm Co., Ltd.","1A 165/59","CLALERGY","2563","2020",
"612","Loratadine tablets","The Government Pharmaceutical Organization (GPO)","1A 481/52","LOLERGY","2563","2020",
"613","Lorazepam tablets","Pharmasant Laboratories Co., Ltd.","P1A 39/59","ANTA 0.5","2564","2021",
"614","Lorazepam tablets","Polipharm Co., Ltd.","P1A 32/59","TRANAVAN 0.5","2564","2021",
"615","Lorazepam tablets","Polipharm Co., Ltd.","P1A 33/59","TRANAVAN 1.0","2564","2021",
"616","Losartan potassium tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 20/53(NG)","LANZAAR 50","2565","2022",
"617","Losartan potassium tablets","Berlin Pharmaceutical Industry Co., Ltd.","1A 3/58(NG)","LANZAAR 100","2565","2022",
"618","Losartan potassium tablets","Siam Bheasach Co., Ltd.","1A 6/51(NG)","LORANTA 100 MG TABLET","2565","2022",
"619","Losartan potassium tablets","Siam Bheasach Co., Ltd.","1A 7/50(NG)","LORANTA 50 MG TABLET","2565","2022",
"620","Mecobalamin tablets","Sriprasit Pharma Co., Ltd.","1A 242/50","MECOBA 500","2566","2023",
"621","Mecobalamin tablets","T.O. Chemicals (1979) Co., Ltd.","1A 73/47","MECOBAL","2566","2023",
"622","Mecobalamin tablets","Umeda Co., Ltd.","1A 80/50","BALAMINE","2566","2023",
"623","Mefenamic acid capsules","Siam Bheasach Co., Ltd.","1A 757/31","FENAMIC CAPSULE 250 MG","2561","2018",
"624","Meloxicam tablets","Cadila Healthcare Ltd. (Republic of India)","1C 36/53(NG)","MEL-OD 7.5","2564","2021",
"625","Meloxicam tablets","Osoth Inter Laboratories Co., Ltd.","1A 21/62(NG)","XIDANE 7.5","2564","2021",
"626","Meloxicam tablets","T.O. Chemicals (1979) Co., Ltd.","1A 27/47(NG)","MELOBIC-7.5","2564","2021",
"627","Meloxicam tablets","Unison Laboratories Co., Ltd.","1A 35/50(NG)","MELCAM","2564","2021",
"628","Memantine hydrochloride tablets","Unison Laboratories Co., Ltd.","1A 14/56(NG)","MEMXA 10","2564","2021",
"629","Meropenem sterile powder","Biolab Co., Ltd.","1A 11/50(NG)","MONEM","2563","2020",
"630","Meropenem sterile powder","M & H Manufacturing Co., Ltd.","1A 14/50(NG)","PENEM M.H.","2563","2020",
"631","Meropenem sterile powder","Siam Bheasach Co., Ltd.","1A 55/50(NG)","MAPENEM (500 MG INJECTION)","2563","2020",
"632","Meropenem sterile powder","Siam Bheasach Co., Ltd.","1A 56/50(NG)","MAPENEM (1 G INJECTION)","2563","2020",
"633","Metformin hydrochloride tablets","Asian Pharmaceutical Co., Ltd.","1A 243/35","METFRON TABLETS","2562","2019",
"634","Metformin hydrochloride tablets","Burapha Dispensary Co., Ltd.","1A 305/41","BUFORMIN","2562","2019",
"635","Metformin hydrochloride tablets","Charoen Bhaesaj Lab Co., Ltd.","1A 246/51","METFORMIN TABLET","2562","2019",
"636","Metformin hydrochloride tablets","Charoen Bhaesaj Lab Co., Ltd.","1A 251/51","METFORMIN 850 TABLET","2562","2019",
"637","Metformin hydrochloride tablets","Community Pharmacy Public Co., Ltd.","1A 494/44","DIASLIM 500 MG TABLET","2562","2019",
"638","Metformin hydrochloride tablets","General Drugs House Co., Ltd.","1A 844/42","GLUGENMIN","2562","2019",
"639","Metformin hydrochloride tablets","Greater Pharma Manufacturing Co., Ltd.","1A 253/46","MIFORMIN (TABLETS)","2562","2019",
"640","Metformin hydrochloride tablets","Greater Pharma Manufacturing Co., Ltd.","1A 346/46","MIFORMIN 850","2562","2019",
"641","Metformin hydrochloride tablets","Interthai Pharmaceutical Manufacturing Co., Ltd.","1A 405/49","GLUCOPHAGE (500 MG)","2562","2019",
"642","Metformin hydrochloride tablets","Interthai Pharmaceutical Manufacturing Co., Ltd.","1A 406/49","GLUCOPHAGE (850 MG)","2562","2019",
"643","Metformin hydrochloride tablets","Medicine Products Co., Ltd.","1A 605/41","PROPHAGE","2562","2019",
"644","Metformin hydrochloride tablets","Millimed Co., Ltd.","1A 78/45","METFOR-500","2562","2019",
"645","Metformin hydrochloride tablets","Millimed Co., Ltd.","1A 79/45","METFOR-850","2562","2019",
"646","Metformin hydrochloride tablets","Modern Pharma Co., Ltd.","1A 75/54","METFORIN","2562","2019",
"647","Metformin hydrochloride tablets","New Life Pharma Co., Ltd.","1A 246/39","NEOFORMIN","2562","2019",
"648","Metformin hydrochloride tablets","Nida Pharma Incorporation Co., Ltd.","1A 415/38","GLUCOFORMIN","2562","2019",
"649","Metformin hydrochloride tablets","Patar Lab (2517) Co., Ltd.","1A 265/56","DPP 850","2562","2019",
